id,comment,score,polarity,created_at,updated_at
311,"อย่าพยายามพูดนอกเหนือการสอนเยอะนะครับ นศ.บางคนเค้าไม่ได้อยากรับรู้นะครับจารย์ กราบเรียนมาเพื่อแนะนำ ไม่ได้ว่าหรือถือโกรธ ถือว่าผมแนะนำ",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
312,"สอนเข้าใจดี แต่สอนเร็วไป นักศึกษาบางคนตามไม่ทัน งานเยอะมาก ควรให้พักบ้างระหว่างเรียน",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
313,สบายใจในกาารเรียนมากครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
314,"ให้งานเยอะ แต่ให้เวลาทำน้อย บางทีคนที่เรียนไม่มีอุปกรณ์ หรืออุปกรณ์ไม่พร้อมในการทำงาน ไม่มีการเปลี่ยนงานให้กับคนที่เรียน หรือไม่ค่อยฟังความคิดเห็นนักศึกษาเท่าที่ควร",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
315,"อาจารย์ควรมีแบบแผนในการสินมากกว่านี้ เช่นเตรียมการสอนมาว่าวันนี้จะสอนอะไร งานกี่ชิ้นไม่ใช่คิดเอาหน้างานแบบอยากจะสั่งก็สั่งเลย อาจารย์สั่งงานบางคาบ10ชิ้นต่อคาบ ส่งภายใน 5โมงเย็น บางที นศ ทำไม่ทัน และนักศึกษาแต่ละคนอุปกรณ์ไม่ได้ครบทุดคนบางคนเรียนจบคลาสก่อนถีงจะวิ่งไปยืมเครื่องเพื่อนทำได้ในวันต่อไป พอไปทำวันต่อไปมันก็ขึ้นส่งช้า คะอนนก็ลดลงทั้งที นศก็มีความกะตือรือร้นอยาดจะทำส่งเพียงแค่ขอเวลา อาจารย์ควรให้เวลางานละสัปดาห์ชนสัปห์ดา แบบว่า3ชิ้นนี้ส่งได้ถึงวีคหน้า หมดวีคหน้าประมาณนี้ แต่ความรู้ที่อาตารย์ให้ในหลายๆโแรแกรมก็คือมาก ไม่เถียงเลยอาจารย์สอนเีแต่การสั่งงานต้อฃปรับลเให้น้อยลงไปบ้าง",85.71,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
316,"อยากให้อาจารย์เตียมความพร้อมในการเตรียมการเรียนการสอน พวกเเอปพลิดคชั่นต่างๆ รวมๆสอนดีเป็นกันเองกับเด็ก",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
317,อยากให้อาจารย์ปรับการให้การบ้านนักศึกษาเพราะบาวคนอาจไม่มีคอมไม่มีโปรแกรมบางคนทำงานหาค่าเทอมเองอยสกให้เข้าใจและสั่งงานน้อยบงหน่อยค่ะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
318,"ด้วยรูปแบบการเรียนการสอนออนไลน์ บางส่วนนักศึกษาไม่มีความพร้อมหรือความสามารถในการทำงานเช่นเรื่องทุนศัพท์ในการซื้อโปรแกรมหรืออุปกรณ์การเรียน อยากให้อาจารย์ปรับเนื้อหาการสอนให้เหมาะสมกับตัวนักศึกษาด้วยค่ะ",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
319,"ตรงๆเลยนะคะ จริงๆแล้วอาจารย์ควรจะปรับปรุงการสอนให้สอดคล้องกับสถานการณ์แล้วไม่ใช่เด็กทุกคนเรียนคอมแล้วต้องมีแอปนู้นแอปนี้นะคะ หนูเสียเงิน1000กว่าบอกเพื่อซื้อแอปมาทำงานและหนูใช้ครั้งเดียวแล้วไม่เกี่ยวกับสายงานหนูด้วยค่ะ อยากให้อาจารย์เอาตรงนี้ไปปรับปรุงตรวจสอบนักศึกษาให้เข้าใจ การเรียนแบบนี้ควรเรียนที่มหาลัยค่ะ การหาแอปการเรียนการสอนไม่ใช้เรื่องของนักศึกษาที่ต้องรับผิดชอบแต่เป็นเป็นมหาลัยที่ต้องจัดการและตัวอาจารย์เอง ขอบคุณค่ะ",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
320,"อาจารย์อย่าขี่จรวจสอนอีกเลยนะคะ สงสารรุ่นถัดไป ถือว่านศ.ขอร้อง",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
321,"อาจารย์สอนอะไรเยอะแยะเลย ปรับใช้ได้จริง",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
322,"สอนดีมากครับ แต่อยากให้ปรับเนื้อหาให้เข้าใจครับแต่โดยดีมากๆครับ",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
323,อาจารย์พูดเร็วไปหน่อย,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
324,"อาจารย์ต้องขอ License Adobe มาให้ได้นะจารย์
 เนื้อหาที่ผมคาดหวังจริงๆ คือ Photoshop Premier Pro นะเอาจริงๆ 5555+ ตั้งแต่งาน 3D ไปเริ่มไม่ค่อยสนุกละครับ 
 Photopea อยากให้เพิ่มเนื้อหาสอนทำ Timeline ทำอนิเมชั่นใน Photopea แล้วก็อยากให้เน้นไปที่ตัดรูปเอาสักสองคาบนั่งฝึกใช้ Tools ตัดรูปแล้วจบท้ายด้วยทำโปสเตอร์หนังก็ได้ครับ น่าสนุกดีครับ ผมเคยเรียนที่โรงเรียนสนุกมากเลย
 เพิ่มเนื้อหาการลบริ้วรอยบนหน้าด้วย clone stamp อันนี้ทีเด็ดท้าทายมาก สนุกมากด้วย",94.74,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
325,"อาจารย์สอนดี ใจดีมากค่ะ สามารถถามได้ตลอด แต่แอบบไปเร็วมาก",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
326,"ไม่เคยเรียนกับคนนี้ครับ พอใช้ทั้งหมดละกัน ถือว่าไม่รู้อะไรเลย ไม่มาสอนไม่เคยเรีบนด้วย",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
327,จารหล่อมากครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
328,"ตอนให้ทำแบบฝึกระหว่างเรียนอยากให้อ.ไม่ต้องพูด พูดมากแล้วนักศึกษาเสียสมาธิอย่างมาก
อ.อาจจะฝึกเรื่องการสื่อสารให้เข้าใจอีกหน่อย เพราะตอนนำเสนอค่อนๆข้างงง",85.71,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
329,อ.ควรปิดไมค์ในขณะที่ให้ผู้เรียนทำแบบทดสอบต่างๆ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
330,"อาจารย์ควรปิดไมค์ตอนทำแบบทดสอบ เพราะจะรบกวนสมาธิผู้เรียน",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
331,สอนสนุกมาก,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
332,ควรปรับปรุงเรื่องการสอน,75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
333,ดีครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
334,อาจารย์อาจารย์น่ารักครับน่ารักครับและสอนเป็นกันเองมาก,96.97,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
335,"อยากให้อาจารย์เข้าถึงนศ.กว่านี้ครับ สอนช้าลงหน่อยครับ",80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
336,"อาจารย์สอนเข้าใจง่ายดีค่ะ แต่บางทีก็ดูลายมืออาจารย์ไม่ออก5555",75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
337,"อาจารย์สอนเร็วมากค่ะ ไม่ค่อยเข้าใจต้องไปศึกษาหาความรู้ต่อด้วยตัวเอง",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
338,"แนะนำให้ทำการสื่อสารให้นิสิตเข้าใจในเนื้อหามากกว่านี้ เช่น การพูดที่ไม่ยาวมากแต่กระชับชัดเจน",88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
339,"เนื้อหาในช่วงของกลางภาคค่อนข้างที่จะกว้างน่าสนใจเป็นอย่างมากแต่เนื้อหาปลายภาคเฉพาะเจาะจงเรื่องมากเกินไป
แต่ตัววิชาเองสามารถศึกษาได้กว้างกว่านั้นมากการสอนแบบเฉพาะเจาะจงเรื่องจึงทำให้เนื้อหามีความน่าเบื่อและซ้ำจำเจ",92.31,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
340,เตรียมสื่อการสอนไว้ด้วย,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
341,"อยากให้อาจารยลดควมเร็วในการสอนลงนิดนึงค่ะ เพราะอย่างบางทีอาจารย์เข้าห้องมาแล้วไม่เกริ่นอะไรแล้วเริ่มสอนเลยนักศึกษาตามอาจารย์ไม่ทันค่ะ จดไม่ทันด้วยค่ะ อยากให้ช่วยเน้นส่วนเนื้อหาที่สำคัญๆด้วยค่ะ อยากในอาจารย์บอกแนวข้อสอบให้ละเอียดมากกว่านี้ค่ะ เพราะ สำหรับนึกศึกษาแนวของอาจารย์ค่อนข้างกว้าง",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
342,"มีบางจุดที่อาจารย์สอนไปเร็วมากๆ ตามเนื้อหาไม่ค่อยทัน",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
343,สอนเร็ว,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
344,"อยากให้แก้ไขเรื่องลายมือ กับ สอนช้าๆลงหน่อยนักเรียนตามไม่ทัน",85.71,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
345,"อาจารย์สอนดีนะครับ แต่บางทีอาจารย์สอนไวไปจนทำให้คนที่เข้าใจช้า
ก็ไม่เข้าใจเลย แล้ววบางทีผมก็อ่านลายมืออาจารย์ไม่ออกครับ 
อยากให้อาจารย์สอนช้าๆเน้นๆเพราะคนที่ไม่เข้าใจค่อนข้างจะเยอะ",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
346,ขอบคุณที่ให้ความช่วยเหลือตลอด,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
347,อาจารย์สอนดีมากค่ะ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
348,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
349,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
350,"อาจารย์สอนเข้าใจ. และช่วยเหลือนักศึกษาได้ดีเยี่ยม",94.12,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
351,Koop,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
352,อาจารย์ใจดีค่ะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
353,เรียนสนุกมากครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
354,"อาจารย์ สอนดีครับ",75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
355,"อาจารย์สอบสิ่งใหม่ๆให้ด้วยคะเช่น google formeมีประโยชน์",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
356,อาจารย์สอนเข้าใจง่าย,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
357,อาจารย์แร็ปสอนค่ะไม่รู้ว่ารีบไปไหนแต่ว่าไม่ทันอาจารย์ก็จะทวนแต่ก็ไม่ทันอยู่ดีมาเรียนเหมือนมานั่งดูเดอะแร็ปเปอร์แต่อาจารย์ให้โอกาสที่ดีค่ะส่งงานช้าก็ให้คะแนนเหมือนเดิม,85.71,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
358,เรียนสนุกครับ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
359,ดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
360,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
361,ขอบคุณที่ให้ความช่วยเหลือตลอด,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
362,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
363,ไม่ได้เรียนด้วยครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
364,"ทำไมเวลาถามอะไร คุณครูพี่เบลต้องตอบแบบใส่อารมณ์ทุกครั้งด้วยคะ สงสัยมาก",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
365,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
366,สอนเข้าใจง่าย,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
367,"สอนดีมากครับ พลังงานอาจารย์ตอนสอน เต็มที่ทุกครั้ง",83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
368,ดีย์,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
369,"สอนดี ตรงเวลา สอนเข้าใจเนื้อหาง่าย เปิดโอกาสให้สอบถามตลอด สอนช้าไม่รีบ",85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
370,โดยรวมอาจารย์สอนได้ที่ระดับความพึงพอใจค่อนข้างดี,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
371,"ชมไว้เยอะเลยคับ สำหรับท่านนี้ พวกเราจากคนที่ไม่เป็นก็เขียนเว็บได้จริง",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
372,จารย์สอนดีมากเข้าใจง่าย,90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
373,สอนดีมากครับ,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
374,ส่วนตัวนักค่อนข้างเข้าใจอะไรยากทำได้ไม่ทันตามเป้าหมายแต่อาจารย์ก็ช่วยเหลือตลอดเวลาเข้าใจในศักยภาพของแต่ละคนได้เป็นอย่างดี,78.05,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
375,"อาจารย์น่ารักมากๆค่า เป็นกันเองสุดๆมีอะไรไม่เข้าใจหรือทำไม่ได้ก็แค่ถาม อาจารย์ก็จะมาในทันใดจะไปยืนเคียงข้างเธอ เป็นคาบเรียนที่หนูเอ็นจอยมากๆค่า",84.21,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
376,อาจารย์สอนดีมากๆๆเลยครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
377,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
378,ขอบคุณ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
379,สวัสดีครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
380,ใครครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
381,"สอนดีมาก   เข้าใจนักศึกษา สอนช้า ไม่รีบ สอนจนกว่าจะเข้าใจ",83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
382,"เอกลักษณ์ที่โดดเด่นไม่เหมือนใคร เป็นที่จดจำของนศ ทุกคนเลยคับ เรียนสนุกได้ใช้งานจริง เด็ดขาดในแบบที่ลงตัว ดีมากๆคับ",96,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
383,อาจารย์ใจดีและสอนดีมากครับ,90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
384,สอนเข้าใจง่ายค่ะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
385,"อาจารย์น่ารักมากๆค่า เป็นกันเองสุดๆมีอะไรไม่เข้าใจหรือทำไม่ได้ก็แค่ถาม อาจารย์ก็จะมาในทันใดจะไปยืนเคียงข้างเธอ",84.21,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
386,"การเรียนในเรียนมีเนื้อหาไม่เพียงพอที่จะให้เอาไปต่อยอด การอธิบายทำให้เหมือนจะเข้าใจแต่ก็ทำให้งง ครับ",66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
387,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
388,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
389,ไม่เคยเรียน,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
390,ไม่เคยเรียน,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
391,ขอบคุณที่ให้ความช่วยเหลือตลอด,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
392,"สั่งการบ้าน โดยบอกว่าจะนำโจทย์ขึ้น classroom แต่ไม่ได้เอาลงไว้ให้ และยังให้ส่ง",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
393,บางครั้งมีการสอนเนื้อหาที่ผิดไปบ้างควรแก้ไข,66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
394,แอร์ที่ห้องหนาวจริงๆค่ะ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
395,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
396,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
397,"ควรเข้าสอนให้ตรงเวลา เวลาสอนไม่ควรยืดเยื้อเกินไป",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
398,"เกรดไม่ยุติธรรม ไปทุกวันจันทร์ ตรงเวลา ไม่เคยขาดเรียน น่าจะมีคะแนนจิตพิสัย ได้สักเกรด B+  เกรด B เป็นอย่างน้อย แต่ได้ C+ 
ฉุดเกรดทั้งหมดมากๆ วิชานี้พยายามตั้งใจที่สุดแล้ว อาจจะมีคุยบ้างถามเพื่อนข้างๆบ้าง แต่  ครูน่าจะให้เกรด ความพยายามมาเรียนและส่งงานใน ชั่วโมง ทุกครั้ง มากกว่าคะแนนสอบ (คะแนนสอบไม่ตกด้วย)",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
399,"อธิบายละเอียดดี เข้าใจง่ายยย",92.31,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
400,ไม่มีคำติชมใดๆสอนดีมาก,83.33,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
401,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
402,"อาจารย์สอนดีมากครับ นักศึกษาเข้าใจง่าย",90.91,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
403,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
404,"เวลาที่นักศึกษาถามปัญหาเรื่อง code มัน bug ช่วยกรุณาตอบให้ชัดเจนทีครับบางทีถามไปเป็นสิบบรรทัดแต่อาจารย์กลับส่งสติกเกอร์มาตัวเดียวคืออะไรหรอครับ แล้วเวลานักศึกษาถามมากๆมันก็เป็นการที่ดีไม่ใช่หรอครับไมใช่ถอนหายใจใส่นักศึกษาครับ",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
405,อาจารย์ใส่ใจนักศึกษาดีมากๆครับ,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
406,"อาจารย์สอนดีครับ แต่ผมไม่ตั้งใจเอง",60,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
407,"อาจารย์สอนดีครับ แต่ผมไม่ตั้งใจเอง",60,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
408,ขอบคุณครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
409,"อาจารย์สอนดีมากครับ เข้าใจง่าย เรียนแล้วไม่เครียดมากครับ",96.77,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
410,"บรรยากาศภายในห้องเรียนเป็นกันเอง อธิบายเนื้อหาเข้าใจง่าย",80,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
411,เรียนกับอาจารย์สนุกมากเลยค่ะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
412,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
413,"อาจารย์สอนดีมากครับ และก็มีการอัพเดตเนื้อหาอยู่ตลอดเวลา ทำให้มีการเรียนรู้มากมายในห้องเรียน ไม่ใช่เพียงแค่เนื้อหาในตำราเท่านั้น ขอบคุณครับ ที่สำคัญ น่ารักและใจดีสุดๆ จากใจครับ",99.59,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
414,อาจารย์ควรพักนะครับ,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
415,"ลุ้นมากครับวิชานี้ เรียนบางเรื่องยังไม่ค่อยเข้าใจครับ",75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
416,ขอให้อ.ดูแลสุขภาพด้วยนะคะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
417,ปานกลาง,0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
418,"เนื้อหาที่สอนสามารถนำมาประยุกต์ใช้ได้จริง วิชามันยาก แต่อาจารย์พยายามหาเทคนิคการจำให้เราง่ายๆ ขอบคุณค้าาาาาาาาา",0,neutral,"2024-07-31 17:01:18","2024-07-31 17:01:18"
419,บางทีผมก็ไม่เข้าใจว่าผมเรียนอะไรอยู่อยากให้ยกตัวอย่างให้มันง่ายขึ้นครับ,60,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
420,ดีคับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
421,"อาจารย์สอนดีมากครับ สอนสนุกเข้าใจง่าย ชอบเรียนกับอาจารย์มากครับ",98.36,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
422,สอนดีแล้วครับ,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
423,"อยากให้มีเรียนออนไลน์ในวันที่สภาพอากาศไม่ดี งับ <3",80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
424,ดีแล้วครับไม่ต้องปรับปรุง,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
425,"ถ้าอาจารย์ให้เช็คคะแนนเองว่าอาจารย์กรอกครบไหม อาจารย์น่าจะแจ้งวันตัดเกรดด้วยนะคะหนูจะได้ลางานมารีบเช็ครีบแจ้งก่อนวันตัดเกรด ขอบคุณค่ะ^^",90,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
426,"สื่อการสอนเป็นภาษาอังกฤษทั้งหมด ทำให้ยากมากต่อการอ่านทำความเข้าใจโปรดแก้ไขตรงนี้ด้วย การสื่อสารไม่ค่อนจะมีสัมพันธ์กับนักศึกษา เช่น เรียนอะไรมา เข้าใจเท่าไหร่ต้องการอะไร ปรับปรุงด่วน ระหว่างสอนมีการไปสนใจเรื่องอื่นทำให้เนื้อหาที่สอนขาด ตกหล่น และไม่เข้าใจ สุดท้ายนักศึกษาถามเรื่องโปรเจคงาน โดนบอกให้ลองหาใน Google ตรงนี้ไม่ค่อยดีสักเท่าไร เพราะถ้ามีในกูเกิลก็ไม่ต้องมาศึกษาในรายวิชานี้ใช่ไหม ถูกต้องหรือไม่",97.59,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
427,ดี,75,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
428,"อยากให้เอกสารประกอบการสอนเป็นภาษาไทยให้อ่านเข้าใจง่าย และอยากให้สั่งงานกลุ่มให้ตรงกับเรื่องที่สอน",66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
429,"เนื้อหาที่สอบไม่ค่อยตรงดูเข้าใจยาก งานที่ให้นักศึกษาแบบเว่อร์ๆทำยากครับ",90,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
430,บางครั้งสอนไวไปค่ะตามไม่ค่อยทัน,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
431,อยากได้พัดลม,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
432,อาจารย์ให้คำแนะนำดีค่ะ,66.67,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
433,"อยากให้อาจารย์เข้าถึงเด็กมากกว่านี้ครับ บางคนตามไม่ทันครับ",75,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
434,"ทีหลังช่วยสอนmath random ก่อนสอบด้วยครับแล้วก็เรื่องData base เรื่องการดึงข้อมูลในdataมาใช้ จารย์ไม่สอนผมก็ทำโปรเจคที่จารย์สั่งไม่ได้คะแนนผมก็หายสิครับแบบนี้ จารย์สั่งให้ทำเกินที่สอนไปหน่อยครับ แต่เรื่องที่สอนในห้องสอนเข้าใจ ถ้าจารย์สอนผมมั่นใจว่าพวกผมทำได้ เทอมนี้ขอบคุณมากครับ",88.89,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
435,อาจารย์สอนเนื้อหาไปไวมากจนทำให้เข้าใจเนื้อหาไม่ทันคนอื่นๆ,999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
436,"อยากให้อาจารย์แชร์ google meet เวลาสอนค่ะ เพราะนักศึกษาที่นั่งข้างหลังมองไม่เห็นจอค่ะ เนื่องจากสไลด์ของอาจารย์ตัวหนังสือค่อนข้างตัวเล็ก ทำให้มองไม่ค่อนเห็นค่ะทุกครั้งที่จะจดโน๊ตหรือต้องพิมพ์โค๊ดตามอาจารย์ คอมเครื่องข้างหลังค่อนข้างช้านะคะ ทำให้บางที่ก็ตามอาจารย์ไม่ทันเพราะคอมอืดเนี้ยเเหละค่ะ แล้วก็อยากให้อาจารย์พูดเน้นเนื้อหาที่สำคัญๆเวลาที่อาจารย์สอนค่ะ เพราะอาจารย์ไม่ได้ให้สไลด์มาก่อนเวลาเรียนบางคำที่นักศึกษาไม่รูัก็จดไม่ถูกค่ะ แล้วก็อยากให้อาจารย์บอกแนวข้อสอบที่ละเอียดมากกว่านี้ค่ะ อยากให้ไกด์แนวที่จะออกสอบให้มากกกว่านี้ค่ะ ถ้าบอกว่าออกตามที่สอนสโคปค่อนข้างจะกว้างมากเลยค่ะ เพราะไม่ใช่นักศึกษาทุกคนจะเก่งเหมือนอย่างที่อาจารย์อยากให้เป็นนะคะ พื้นฐานของแต่ล่ะคนไม่เท่ากันค่ะนักศึกษาไม่ใช่ไม่พยายามนะคะสู้เเล้วค่ะได้เเค่นี้ ขอบคุณค่ะ",80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
437,"Ide มีปัญหาบ่อย ระยะเวลาทำมินิโปรเจกน้อยไป",80,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
438,บรรยากาศในห้องเรียนทำให้กดดัน,66.67,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
439,"สอนดี แต่เร็วไปหน่อย ผมตามไม่ทันเข้าใจช้า",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
440,"อาจารย์สอนเร็ว ตามไม่ทันเพื่อนคนอื่น",999,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
441,"อยากให้อาจารย์สอนช้าๆ เพราะหลายคนเข้าใจช้าเเล้วก็ไม่เข้าใจเลย
บรรยากาศในการเรียนดูเครียด หลายๆอย่างยศค่อนข้างจะเครียดครับ
ส่วนโปรแกรมที่อาจารย์ใช้สอน บางทีมันก็ไม่เสถียรติดขัดหลายๆอย่าง
บางครั้งอาจารย์สอนผมก็ไม่ค่อยเข้าใจครับ",99.95,negative,"2024-07-31 17:01:18","2024-07-31 17:01:18"
442,เยี่ยมสอนดี,85.71,positive,"2024-07-31 17:01:18","2024-07-31 17:01:18"
